Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_number,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,tissue,create_date,version
SRR3084535,RNA-Seq,43,205024774,PRJNA307607,SAMN04383871,215462534,2,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516204,GSM2027399,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027399,neurons,SRP068066,cervical spinal cord,2016-01-04T19:01:00Z,1
SRR3084536,RNA-Seq,43,153155723,PRJNA307607,SAMN04383872,162615709,2,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516205,GSM2027400,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027400,neurons,SRP068066,cervical spinal cord,2016-01-04T19:00:00Z,1
SRR3084537,RNA-Seq,43,213584741,PRJNA307607,SAMN04383873,224525513,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516206,GSM2027401,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027401,neurons,SRP068066,cervical spinal cord,2016-01-04T19:00:00Z,1
SRR3084538,RNA-Seq,43,537889021,PRJNA307607,SAMN04383874,544162147,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516207,GSM2027402,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027402,neurons,SRP068066,cervical spinal cord,2016-01-04T19:01:00Z,1
SRR3084539,RNA-Seq,43,446615028,PRJNA307607,SAMN04383875,456707340,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516208,GSM2027403,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027403,neurons,SRP068066,cervical spinal cord,2016-01-04T19:00:00Z,1
SRR3084540,RNA-Seq,43,421142774,PRJNA307607,SAMN04383876,429206233,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516209,GSM2027404,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027404,neurons,SRP068066,cervical spinal cord,2016-01-04T19:00:00Z,1
SRR3084541,RNA-Seq,43,616435487,PRJNA307607,SAMN04383877,611529290,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516210,GSM2027405,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027405,neurons,SRP068066,cervical spinal cord,2016-01-04T19:01:00Z,1
SRR3084542,RNA-Seq,43,560063218,PRJNA307607,SAMN04383878,557625376,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516211,GSM2027406,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027406,neurons,SRP068066,cervical spinal cord,2016-01-04T19:01:00Z,1
SRR3084543,RNA-Seq,43,358987435,PRJNA307607,SAMN04383879,333488641,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516212,GSM2027407,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027407,neurons,SRP068066,cervical spinal cord,2016-01-04T19:01:00Z,1
SRR3084544,RNA-Seq,43,393962861,PRJNA307607,SAMN04383880,381236848,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516213,GSM2027408,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027408,neurons,SRP068066,cervical spinal cord,2016-01-04T19:00:00Z,1
SRR3084545,RNA-Seq,43,196387020,PRJNA307607,SAMN04383881,196840507,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516214,GSM2027409,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027409,neurons,SRP068066,cervical spinal cord,2016-01-04T19:00:00Z,1
SRR3084546,RNA-Seq,43,294891936,PRJNA307607,SAMN04383882,313172179,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516215,GSM2027410,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027410,neurons,SRP068066,cervical spinal cord,2016-01-04T19:00:00Z,1
SRR3084547,RNA-Seq,43,271424127,PRJNA307607,SAMN04383883,282523522,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516216,GSM2027411,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027411,neurons,SRP068066,cervical spinal cord,2016-01-04T19:00:00Z,1
SRR3084548,RNA-Seq,43,1452496656,PRJNA307607,SAMN04383884,1337262588,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516217,GSM2027412,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027412,neurons,SRP068066,cervical spinal cord,2016-01-04T19:04:00Z,1
SRR3084549,RNA-Seq,43,319294866,PRJNA307607,SAMN04383885,348675131,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516218,GSM2027413,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2027413,neurons,SRP068066,cervical spinal cord,2016-01-04T19:00:00Z,1
SRR3084550,RNA-Seq,43,254261666,PRJNA307607,SAMN04383886,281318195,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516219,GSM2027414,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027414,neurons,SRP068066,spinal motor,2016-01-04T19:00:00Z,1
SRR3084551,RNA-Seq,43,282217213,PRJNA307607,SAMN04383887,303778410,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516220,GSM2027415,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027415,neurons,SRP068066,spinal motor,2016-01-04T19:00:00Z,1
SRR3084552,RNA-Seq,43,263960187,PRJNA307607,SAMN04383888,263648697,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516221,GSM2027416,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027416,neurons,SRP068066,spinal motor,2016-01-04T19:00:00Z,1
SRR3084553,RNA-Seq,43,313242229,PRJNA307607,SAMN04383889,309002788,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516222,GSM2027417,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027417,neurons,SRP068066,spinal motor,2016-01-04T19:00:00Z,1
SRR3084554,RNA-Seq,43,251433169,PRJNA307607,SAMN04383890,251757315,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516223,GSM2027418,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027418,neurons,SRP068066,spinal motor,2016-01-04T19:00:00Z,1
SRR3084555,RNA-Seq,43,299370859,PRJNA307607,SAMN04383891,301998777,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516224,GSM2027419,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027419,neurons,SRP068066,spinal motor,2016-01-04T19:00:00Z,1
SRR3084556,RNA-Seq,43,285901023,PRJNA307607,SAMN04383893,288083251,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516225,GSM2027420,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027420,neurons,SRP068066,substantia nigra pars compacta,2016-01-04T19:00:00Z,1
SRR3084557,RNA-Seq,43,337272951,PRJNA307607,SAMN04383894,329853574,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516226,GSM2027421,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027421,neurons,SRP068066,substantia nigra pars compacta,2016-01-04T19:00:00Z,1
SRR3084558,RNA-Seq,43,321160034,PRJNA307607,SAMN04383895,312169861,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516227,GSM2027422,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027422,neurons,SRP068066,substantia nigra pars compacta,2016-01-04T19:00:00Z,1
SRR3084559,RNA-Seq,43,305537919,PRJNA307607,SAMN04383896,299760101,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516228,GSM2027423,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027423,neurons,SRP068066,substantia nigra pars compacta,2016-01-04T19:00:00Z,1
SRR3084560,RNA-Seq,43,337407928,PRJNA307607,SAMN04383832,327111572,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516229,GSM2027424,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027424,neurons,SRP068066,substantia nigra pars compacta,2016-01-04T19:00:00Z,1
SRR3084561,RNA-Seq,43,317429612,PRJNA307607,SAMN04383833,310419369,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516230,GSM2027425,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027425,neurons,SRP068066,substantia nigra pars compacta,2016-01-04T19:00:00Z,1
SRR3084562,RNA-Seq,43,70228288,PRJNA307607,SAMN04383834,68219036,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516231,GSM2027426,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027426,neurons,SRP068066,substantia nigra pars compacta,2016-01-04T18:59:00Z,1
SRR3084563,RNA-Seq,43,288580697,PRJNA307607,SAMN04383835,282972677,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516232,GSM2027427,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027427,neurons,SRP068066,substantia nigra pars compacta,2016-01-04T19:00:00Z,1
SRR3084564,RNA-Seq,43,315045090,PRJNA307607,SAMN04383892,308423273,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516233,GSM2027428,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027428,neurons,SRP068066,ventral tegmental area,2016-01-04T19:01:00Z,1
SRR3084565,RNA-Seq,43,340159971,PRJNA307607,SAMN04383836,332081443,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516234,GSM2027429,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027429,neurons,SRP068066,ventral tegmental area,2016-01-04T19:00:00Z,1
SRR3084566,RNA-Seq,43,96864982,PRJNA307607,SAMN04383837,93182090,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516235,GSM2027430,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027430,neurons,SRP068066,ventral tegmental area,2016-01-04T18:59:00Z,1
SRR3084567,RNA-Seq,43,325826652,PRJNA307607,SAMN04383838,319593438,120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1516236,GSM2027431,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2027431,neurons,SRP068066,ventral tegmental area,2016-01-04T19:00:00Z,1
SRR3457909,RNA-Seq,43,172645258,PRJNA307607,SAMN04909593,167297082,5,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733691,GSM2135439,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135439,neurons,SRP068066,motor neurons,2016-04-27T14:43:00Z,1
SRR3457910,RNA-Seq,43,468217282,PRJNA307607,SAMN04909594,446572055,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733692,GSM2135440,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135440,neurons,SRP068066,dopamine neurons,2016-04-27T14:43:00Z,1
SRR3457911,RNA-Seq,43,357301190,PRJNA307607,SAMN04909595,347926153,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733693,GSM2135441,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135441,neurons,SRP068066,dopamine neurons,2016-04-27T14:43:00Z,1
SRR3457912,RNA-Seq,43,448553898,PRJNA307607,SAMN04909596,430702472,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733694,GSM2135442,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135442,neurons,SRP068066,dopamine neurons,2016-04-27T14:43:00Z,1
SRR3457913,RNA-Seq,43,838417526,PRJNA307607,SAMN04909597,751713385,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733695,GSM2135443,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135443,neurons,SRP068066,dopamine neurons,2016-04-27T14:44:00Z,1
SRR3457914,RNA-Seq,43,333008555,PRJNA307607,SAMN04909598,335507469,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733696,GSM2135444,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135444,neurons,SRP068066,dopamine neurons,2016-04-27T14:43:00Z,1
SRR3457915,RNA-Seq,43,576729932,PRJNA307607,SAMN04909601,537938564,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733697,GSM2135445,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135445,neurons,SRP068066,dopamine neurons,2016-04-27T14:44:00Z,1
SRR3457916,RNA-Seq,43,187640046,PRJNA307607,SAMN04909599,205894324,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733698,GSM2135446,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135446,neurons,SRP068066,dopamine neurons,2016-04-27T14:43:00Z,1
SRR3457917,RNA-Seq,43,259346459,PRJNA307607,SAMN04909600,259841924,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733699,GSM2135447,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135447,neurons,SRP068066,dopamine neurons,2016-04-27T14:43:00Z,1
SRR3457918,RNA-Seq,43,398230783,PRJNA307607,SAMN04909602,386577179,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733700,GSM2135448,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135448,neurons,SRP068066,dopamine neurons,2016-04-27T14:43:00Z,1
SRR3457919,RNA-Seq,43,467573486,PRJNA307607,SAMN04909603,448998692,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733701,GSM2135449,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135449,neurons,SRP068066,dopamine neurons,2016-04-27T14:44:00Z,1
SRR3457920,RNA-Seq,43,280723995,PRJNA307607,SAMN04909604,295374288,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733702,GSM2135450,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135450,neurons,SRP068066,dopamine neurons,2016-04-27T14:43:00Z,1
SRR3457921,RNA-Seq,43,205258436,PRJNA307607,SAMN04909605,207194461,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733703,GSM2135451,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135451,neurons,SRP068066,dopamine neurons,2016-04-27T14:42:00Z,1
SRR3457922,RNA-Seq,43,534525862,PRJNA307607,SAMN04909546,505238013,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733704,GSM2135452,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135452,neurons,SRP068066,dopamine neurons,2016-04-27T14:44:00Z,1
SRR3457923,RNA-Seq,43,376876381,PRJNA307607,SAMN04909547,364857770,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733705,GSM2135453,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135453,neurons,SRP068066,dopamine neurons,2016-04-27T14:43:00Z,1
SRR3457924,RNA-Seq,43,437145052,PRJNA307607,SAMN04909548,446392476,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733706,GSM2135454,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135454,neurons,SRP068066,dopamine neurons,2016-04-27T14:43:00Z,1
SRR3457925,RNA-Seq,43,360893109,PRJNA307607,SAMN04909549,355031493,75,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733707,GSM2135455,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135455,neurons,SRP068066,dopamine neurons,2016-04-27T14:43:00Z,1
SRR3457867,RNA-Seq,43,78203154,PRJNA307607,SAMN04909562,57697744,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733649,GSM2135397,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135397,small neurons,SRP068066,motor neurons,2016-04-27T14:41:00Z,1
SRR3457868,RNA-Seq,43,311081479,PRJNA307607,SAMN04909563,218163432,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733650,GSM2135398,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135398,small neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457869,RNA-Seq,43,426517602,PRJNA307607,SAMN04909564,290636531,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733651,GSM2135399,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135399,small neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457870,RNA-Seq,43,445192760,PRJNA307607,SAMN04909565,303383594,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733652,GSM2135400,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135400,small neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457871,RNA-Seq,43,203624694,PRJNA307607,SAMN04909566,142591133,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733653,GSM2135401,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135401,small neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457872,RNA-Seq,43,311018656,PRJNA307607,SAMN04909567,217406974,5,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733654,GSM2135402,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135402,small neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457873,RNA-Seq,43,561306477,PRJNA307607,SAMN04909568,353327389,5,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733655,GSM2135403,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135403,small neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457874,RNA-Seq,43,199783590,PRJNA307607,SAMN04909569,140050412,5,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733656,GSM2135404,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135404,small neurons,SRP068066,motor neurons,2016-04-27T14:41:00Z,1
SRR3457875,RNA-Seq,43,141171752,PRJNA307607,SAMN04909570,102795782,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733657,GSM2135405,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135405,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457876,RNA-Seq,43,226494846,PRJNA307607,SAMN04909571,161831477,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733658,GSM2135406,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135406,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:41:00Z,1
SRR3457877,RNA-Seq,43,214107922,PRJNA307607,SAMN04909572,153456742,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733659,GSM2135407,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135407,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:41:00Z,1
SRR3457878,RNA-Seq,43,148768390,PRJNA307607,SAMN04909573,107970772,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733660,GSM2135408,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135408,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:41:00Z,1
